location,month,avg_temp,min_temp,max_temp
Infanta,2008-06-01,28.27,23.6,35.8
Infanta,2008-07-01,28.16,23.8,34.0
Infanta,2008-08-01,27.89,23.0,34.7
Infanta,2008-09-01,28.28,21.7,36.0
Infanta,2008-10-01,27.18,23.6,33.2
Infanta,2008-11-01,26.51,24.0,36.8
Infanta,2008-12-01,25.08,22.1,29.6
Infanta,2009-01-01,23.61,20.0,30.1
Infanta,2009-02-01,25.7,21.9,31.1
Infanta,2009-03-01,26.72,22.1,33.2
Infanta,2009-04-01,27.35,23.6,35.1
Infanta,2009-05-01,27.07,23.6,33.6
Infanta,2009-06-01,28.46,23.1,35.6
Infanta,2009-07-01,28.51,22.0,35.5
Infanta,2009-08-01,28.77,23.7,36.0
Infanta,2009-09-01,27.82,23.4,34.6
Infanta,2009-10-01,27.36,21.6,35.0
Infanta,2009-11-01,26.57,23.2,31.5
Infanta,2009-12-01,25.4,20.5,29.8
Infanta,2010-01-01,24.91,20.2,29.8
Infanta,2010-02-01,25.86,19.6,31.8
Infanta,2010-03-01,26.67,20.8,32.1
Infanta,2010-04-01,27.96,22.8,33.0
Infanta,2010-05-01,29.56,24.5,37.7
Infanta,2010-06-01,29.65,24.8,35.4
Infanta,2010-07-01,27.93,23.8,35.0
Infanta,2010-08-01,28.47,24.0,35.5
Infanta,2010-09-01,28.1,23.1,36.7
Infanta,2010-10-01,27.34,23.8,32.6
Infanta,2010-11-01,26.29,23.1,31.5
Infanta,2010-12-01,25.72,22.4,32.0
Infanta,2011-01-01,24.45,21.0,29.3
Infanta,2011-02-01,24.87,13.9,30.9
Infanta,2011-03-01,25.28,22.2,29.5
Infanta,2011-04-01,26.35,20.8,34.9
Infanta,2011-05-01,28.45,23.8,33.9
Infanta,2011-06-01,27.82,23.2,34.0
Infanta,2011-07-01,28.04,23.7,36.1
Infanta,2011-08-01,28.09,24.2,34.2
Infanta,2011-09-01,28.35,23.8,35.0
Infanta,2011-10-01,27.11,23.4,33.0
Infanta,2011-11-01,26.69,23.2,32.5
Infanta,2011-12-01,25.68,23.2,31.0
Infanta,2012-01-01,25.51,22.6,30.2
Infanta,2012-02-01,25.17,20.4,31.6
Infanta,2012-03-01,26.21,22.9,32.0
Infanta,2012-04-01,28.0,17.2,34.2
Infanta,2012-05-01,28.91,23.4,35.1
Infanta,2012-06-01,29.82,24.0,36.5
Infanta,2012-07-01,28.12,24.2,34.4
Infanta,2012-08-01,28.51,24.0,35.5
Infanta,2012-09-01,27.69,23.5,35.2
Infanta,2012-10-01,27.04,23.5,32.4
Infanta,2012-11-01,26.94,22.5,31.6
Infanta,2012-12-01,26.45,22.5,32.0
Infanta,2013-01-01,24.99,20.2,31.7
Infanta,2013-02-01,26.1,22.6,30.9
Infanta,2013-03-01,26.5,21.8,32.5
Infanta,2013-04-01,28.68,23.0,35.0
Infanta,2013-05-01,29.02,23.6,35.8
Infanta,2013-06-01,28.8,24.5,35.1
Infanta,2013-07-01,27.67,23.5,33.9
Infanta,2013-08-01,28.09,23.7,35.1
Infanta,2013-09-01,27.33,24.0,32.5
Infanta,2013-10-01,26.91,23.2,32.6
Infanta,2013-11-01,26.4,23.2,30.8
Infanta,2013-12-01,25.58,23.1,31.0
Infanta,2014-01-01,24.14,13.5,29.0
Infanta,2014-02-01,24.66,14.0,29.6
Infanta,2014-03-01,25.79,14.8,29.9
Infanta,2014-04-01,27.51,16.5,31.5
Infanta,2014-05-01,28.92,23.9,33.0
Infanta,2014-06-01,29.12,25.1,34.8
Infanta,2014-07-01,28.45,24.5,34.7
Infanta,2014-08-01,28.19,23.6,35.0
Infanta,2014-09-01,27.44,23.9,33.7
Infanta,2014-10-01,26.91,23.5,31.6
Infanta,2014-11-01,26.67,23.7,38.0
Infanta,2014-12-01,25.6,23.8,29.8
Infanta,2015-01-01,24.28,20.0,35.4
Infanta,2015-02-01,24.57,20.4,28.8
Infanta,2015-03-01,25.77,18.9,29.8
Infanta,2015-04-01,27.31,21.8,32.4
Infanta,2015-05-01,28.37,22.3,33.5
Infanta,2015-06-01,28.69,24.8,33.0
Infanta,2015-07-01,28.19,22.6,35.1
Infanta,2015-08-01,28.26,23.8,34.5
Infanta,2015-09-01,27.79,23.6,32.8
Infanta,2015-10-01,27.64,23.0,33.7
Infanta,2015-11-01,27.44,24.2,31.3
Infanta,2015-12-01,26.5,22.7,30.5
Infanta,2016-01-01,26.06,15.5,30.1
Infanta,2016-02-01,25.36,20.4,29.9
Infanta,2016-03-01,26.33,21.3,31.4
Infanta,2016-04-01,28.38,23.2,33.1
Infanta,2016-05-01,28.69,25.1,33.0
Infanta,2016-06-01,28.74,23.5,34.0
Infanta,2016-07-01,28.45,19.5,33.3
Infanta,2016-08-01,28.52,24.5,34.6
Infanta,2016-09-01,28.39,24.0,34.7
Infanta,2016-10-01,27.51,23.8,33.0
Infanta,2016-11-01,26.91,16.1,31.0
Infanta,2016-12-01,26.28,23.2,29.5
Infanta,2017-01-01,25.28,22.2,28.5
Infanta,2017-02-01,24.6,21.1,28.0
Infanta,2017-03-01,26.24,21.2,30.5
Infanta,2017-04-01,27.3,23.3,32.2
Infanta,2017-05-01,28.52,24.4,34.5
Infanta,2017-06-01,28.77,24.6,35.0
Infanta,2017-07-01,27.67,23.6,34.0
Infanta,2017-08-01,28.65,24.1,35.0
Infanta,2017-09-01,28.03,24.2,34.6
Infanta,2017-10-01,27.14,24.0,33.5
Infanta,2017-11-01,27.07,24.6,30.5
Infanta,2017-12-01,25.93,23.8,29.4
Infanta,2018-01-01,25.32,22.6,29.2
Infanta,2018-02-01,25.65,21.2,30.0
Infanta,2018-03-01,26.09,21.7,30.0
Infanta,2018-04-01,27.49,23.2,31.5
Infanta,2018-05-01,28.39,24.0,32.3
Infanta,2018-06-01,28.31,23.5,34.3
Infanta,2018-07-01,28.28,24.4,34.4
Infanta,2018-08-01,28.46,24.0,34.7
Infanta,2018-09-01,27.56,24.0,33.2
Infanta,2018-10-01,27.49,21.6,32.4
Infanta,2018-11-01,27.32,24.1,31.1
Infanta,2018-12-01,26.24,23.0,30.5
Infanta,2019-01-01,25.46,16.0,29.6
Infanta,2019-02-01,25.36,20.0,29.6
Infanta,2019-03-01,26.37,20.5,30.9
Infanta,2019-04-01,28.07,22.2,32.4
Infanta,2019-05-01,28.6,24.0,35.0
Infanta,2019-06-01,29.58,25.1,35.1
Infanta,2019-07-01,28.48,24.0,34.6
Infanta,2019-08-01,28.47,24.0,34.4
Infanta,2019-09-01,28.03,24.0,34.0
Infanta,2019-10-01,27.74,23.1,32.7
Infanta,2019-11-01,27.09,20.7,32.1
Infanta,2019-12-01,26.53,23.7,29.9
Infanta,2020-01-01,25.83,10.6,30.0
Infanta,2020-02-01,25.13,21.0,29.5
Infanta,2020-03-01,26.92,15.5,37.3
Infanta,2020-04-01,27.53,23.0,31.5
Infanta,2020-05-01,28.8,24.8,34.3
Infanta,2020-06-01,28.69,24.1,33.3
Infanta,2020-07-01,28.44,24.4,34.3
Infanta,2020-08-01,28.1,23.7,35.0
Infanta,2020-09-01,28.25,23.1,35.2
Infanta,2020-10-01,27.23,20.4,31.6
Infanta,2020-11-01,26.77,20.2,30.4
Infanta,2020-12-01,26.38,22.8,29.8
Infanta,2021-01-01,25.24,22.2,29.4
Infanta,2021-02-01,25.18,11.6,29.0
Infanta,2021-03-01,26.96,23.6,30.5
Infanta,2021-04-01,27.8,23.4,38.3
Infanta,2021-05-01,28.78,24.5,33.3
Infanta,2021-06-01,28.94,23.9,35.9
Infanta,2021-07-01,28.13,23.6,33.9
Infanta,2021-08-01,28.24,24.4,34.2
Infanta,2021-09-01,27.38,23.6,34.1
Infanta,2021-10-01,27.42,24.5,32.2
Infanta,2021-11-01,27.25,23.8,30.2
Infanta,2021-12-01,25.91,23.1,29.2
Infanta,2022-01-01,25.32,22.1,33.4
Infanta,2022-02-01,25.88,23.4,29.5
Infanta,2022-03-01,27.16,23.0,31.5
Infanta,2022-04-01,27.35,23.6,31.6
Infanta,2022-05-01,28.42,24.5,32.8
Infanta,2022-06-01,28.27,23.8,32.8
Infanta,2022-07-01,28.4,23.2,34.6
Infanta,2022-08-01,27.35,24.0,32.9
Infanta,2022-09-01,27.82,23.8,34.8
Infanta,2022-10-01,27.48,24.2,33.0
Infanta,2022-11-01,27.35,24.2,31.1
Infanta,2022-12-01,25.72,21.2,29.9
Infanta,2023-01-01,25.08,21.9,28.5
Infanta,2023-02-01,25.47,22.8,28.3
Infanta,2023-03-01,26.17,21.8,30.2
Infanta,2023-04-01,27.58,22.7,32.3
Infanta,2023-05-01,28.99,24.5,36.0
Infanta,2023-06-01,28.63,23.5,34.4
Infanta,2023-07-01,28.51,24.5,33.9
Infanta,2023-08-01,29.67,24.8,35.6
Infanta,2023-09-01,28.17,24.4,33.4
Infanta,2023-10-01,27.88,24.1,33.6
Infanta,2023-11-01,27.19,24.4,31.0
Infanta,2023-12-01,26.41,23.6,30.0
Infanta,2024-01-01,25.34,22.5,29.4
Infanta,2024-02-01,26.16,22.6,29.8
Infanta,2024-03-01,26.41,21.1,30.6
Infanta,2024-04-01,28.72,23.6,33.2
Infanta,2024-05-01,28.89,24.9,34.4
Infanta,2024-06-01,28.9,24.4,34.0
Infanta,2024-07-01,27.89,24.5,32.2
Infanta,2024-08-01,29.32,24.8,35.4
Infanta,2024-09-01,28.11,23.8,33.2
Infanta,2024-10-01,27.65,23.1,34.9
Infanta,2024-11-01,28.03,24.0,31.8
Infanta,2024-12-01,26.11,24.0,29.5
Infanta,2025-01-01,25.46,23.2,28.8
Infanta,2025-02-01,25.54,22.8,28.9
Infanta,2025-03-01,26.44,23.8,30.2
Infanta,2025-04-01,28.64,23.8,33.0
Infanta,2025-05-01,28.96,25.0,33.8
Infanta,2025-06-01,28.53,24.8,34.0
Infanta,2025-07-01,28.74,25.0,36.1
Infanta,2025-08-01,27.91,23.8,35.5
Infanta,2025-09-01,27.36,23.7,32.5
Infanta,2025-10-01,27.24,24.0,31.6
Infanta,2025-11-01,27.32,24.0,33.0
Infanta,2025-12-01,26.04,22.7,30.5
Infanta,2026-01-01,24.6,22.2,29.4
Infanta,2026-02-01,25.53,22.0,29.3
Infanta,2026-03-01,25.9,21.4,31.8
Infanta,2026-04-01,27.67,21.7,31.8
Masbate,2000-01-01,27.19,15.1,32.8
Masbate,2000-02-01,26.65,22.7,32.6
Masbate,2000-03-01,27.63,24.2,33.6
Masbate,2000-04-01,28.93,12.5,34.6
Masbate,2000-05-01,29.51,25.8,34.5
Masbate,2000-06-01,29.35,23.3,34.6
Masbate,2000-07-01,27.96,23.2,32.8
Masbate,2000-08-01,28.36,22.4,34.0
Masbate,2000-09-01,28.34,24.4,33.8
Masbate,2000-10-01,28.13,23.3,34.7
Masbate,2000-11-01,27.57,24.1,33.0
Masbate,2000-12-01,27.19,24.0,32.9
Masbate,2001-01-01,26.79,23.0,32.8
Masbate,2001-02-01,27.08,23.6,32.4
Masbate,2001-03-01,27.77,24.0,32.6
Masbate,2001-04-01,29.31,16.1,34.2
Masbate,2001-05-01,29.32,25.0,34.2
Masbate,2001-06-01,28.48,24.4,33.8
Masbate,2001-07-01,27.67,21.0,33.0
Masbate,2001-08-01,27.35,24.1,32.8
Masbate,2001-09-01,28.51,25.3,34.0
Masbate,2001-10-01,27.93,23.3,34.0
Masbate,2001-11-01,27.12,24.4,33.5
Masbate,2001-12-01,26.37,22.8,32.0
Masbate,2002-01-01,26.8,22.0,32.8
Masbate,2002-02-01,26.44,21.1,33.3
Masbate,2002-03-01,27.71,22.0,33.8
Masbate,2002-04-01,29.13,24.1,34.8
Masbate,2002-05-01,29.39,24.8,35.0
Masbate,2002-06-01,29.64,17.1,38.2
Masbate,2002-07-01,28.7,24.0,35.2
Masbate,2002-08-01,27.79,24.6,32.8
Masbate,2002-09-01,27.78,24.2,33.6
Masbate,2002-10-01,28.53,25.0,34.2
Masbate,2002-11-01,27.86,24.0,34.0
Masbate,2002-12-01,27.53,23.6,33.7
Masbate,2003-01-01,26.21,13.8,31.8
Masbate,2003-02-01,27.19,22.4,34.0
Masbate,2003-03-01,28.02,23.5,35.0
Masbate,2003-04-01,29.35,23.6,35.4
Masbate,2003-05-01,29.44,25.1,35.0
Masbate,2003-06-01,28.23,24.5,34.5
Masbate,2003-07-01,28.25,24.7,34.0
Masbate,2003-08-01,28.35,24.8,33.3
Masbate,2003-09-01,28.19,24.1,33.8
Masbate,2003-10-01,28.1,24.0,38.2
Masbate,2003-11-01,27.67,23.0,32.6
Masbate,2003-12-01,26.46,23.2,32.0
Masbate,2004-01-01,26.72,23.3,31.1
Masbate,2004-02-01,26.68,22.0,32.2
Masbate,2004-03-01,27.86,24.0,33.1
Masbate,2004-04-01,29.18,24.2,34.8
Masbate,2004-05-01,28.96,24.6,34.2
Masbate,2004-06-01,28.26,24.7,32.5
Masbate,2004-07-01,28.44,24.0,33.3
Masbate,2004-08-01,28.31,24.2,34.0
Masbate,2004-09-01,28.63,24.7,33.8
Masbate,2004-10-01,27.19,22.2,33.0
Masbate,2004-11-01,27.51,24.0,33.3
Masbate,2004-12-01,27.01,23.9,32.6
Masbate,2005-01-01,26.33,19.8,32.6
Masbate,2005-02-01,27.03,22.5,32.2
Masbate,2005-03-01,27.56,16.2,33.3
Masbate,2005-04-01,28.5,23.4,35.8
Masbate,2005-05-01,29.73,25.8,37.2
Masbate,2005-06-01,29.05,25.2,34.1
Masbate,2005-07-01,28.72,24.4,33.9
Masbate,2005-08-01,28.27,24.5,34.5
Masbate,2005-09-01,28.07,24.6,34.5
Masbate,2005-10-01,28.19,24.9,34.2
Masbate,2005-11-01,27.97,23.1,33.7
Masbate,2005-12-01,26.68,23.6,32.2
Masbate,2006-01-01,26.67,23.8,31.8
Masbate,2006-02-01,27.17,24.4,32.2
Masbate,2006-03-01,27.77,23.8,33.3
Masbate,2006-04-01,28.72,25.6,38.2
Masbate,2006-05-01,28.49,24.2,35.0
Masbate,2006-06-01,28.75,25.5,33.9
Masbate,2006-07-01,28.31,24.0,32.8
Masbate,2006-08-01,28.25,23.2,34.0
Masbate,2006-09-01,27.81,24.8,33.6
Masbate,2006-10-01,28.0,25.0,33.2
Masbate,2006-11-01,28.39,24.7,33.6
Masbate,2006-12-01,27.69,24.5,32.7
Masbate,2007-01-01,26.83,21.8,32.3
Masbate,2007-02-01,27.36,24.0,32.8
Masbate,2007-03-01,27.62,24.0,32.6
Masbate,2007-04-01,29.33,24.0,35.0
Masbate,2007-05-01,29.45,17.3,35.6
Masbate,2007-06-01,29.62,25.1,35.4
Masbate,2007-07-01,28.84,24.5,34.1
Masbate,2007-08-01,28.44,24.8,34.8
Masbate,2007-09-01,27.98,24.5,34.6
Masbate,2007-10-01,28.03,24.9,34.0
Masbate,2007-11-01,27.22,24.0,33.0
Masbate,2007-12-01,27.4,24.5,32.3
Masbate,2008-01-01,26.68,22.5,33.5
Masbate,2008-02-01,26.17,22.0,32.3
Masbate,2008-03-01,27.72,24.0,33.0
Masbate,2008-04-01,28.5,24.2,33.4
Masbate,2008-05-01,28.16,24.5,34.2
Masbate,2008-06-01,28.09,24.7,33.2
Masbate,2008-07-01,28.42,24.5,33.8
Masbate,2008-08-01,28.0,24.3,33.0
Masbate,2008-09-01,28.2,24.3,33.8
Masbate,2008-10-01,28.65,25.2,34.0
Masbate,2008-11-01,28.53,25.0,33.8
Masbate,2008-12-01,26.97,23.5,33.0
Masbate,2009-01-01,26.09,14.8,31.7
Masbate,2009-02-01,27.05,10.4,32.2
Masbate,2009-03-01,28.16,24.2,33.2
Masbate,2009-04-01,28.34,25.0,34.0
Masbate,2009-05-01,28.42,24.8,34.0
Masbate,2009-06-01,28.46,23.5,34.0
Masbate,2009-07-01,28.41,25.1,33.8
Masbate,2009-08-01,28.76,24.0,34.0
Masbate,2009-09-01,28.07,25.0,34.0
Masbate,2009-10-01,28.28,24.6,33.4
Masbate,2009-11-01,27.86,24.5,33.2
Masbate,2009-12-01,26.93,23.7,32.0
Masbate,2010-01-01,26.41,23.4,32.0
Masbate,2010-02-01,27.6,23.0,32.8
Masbate,2010-03-01,28.37,25.0,34.6
Masbate,2010-04-01,29.11,25.3,34.7
Masbate,2010-05-01,29.89,22.7,35.7
Masbate,2010-06-01,29.74,25.6,34.9
Masbate,2010-07-01,28.69,25.0,34.5
Masbate,2010-08-01,28.39,24.6,34.0
Masbate,2010-09-01,28.71,25.0,33.8
Masbate,2010-10-01,28.58,24.7,34.1
Masbate,2010-11-01,28.29,25.0,33.3
Masbate,2010-12-01,27.39,24.0,32.8
Masbate,2011-01-01,25.91,23.0,31.7
Masbate,2011-02-01,27.0,23.5,33.0
Masbate,2011-03-01,26.51,24.0,32.6
Masbate,2011-04-01,27.63,23.5,33.5
Masbate,2011-05-01,27.84,21.2,34.0
Masbate,2011-06-01,28.28,24.5,33.0
Masbate,2011-07-01,28.21,23.4,34.0
Masbate,2011-08-01,28.47,24.6,33.7
Masbate,2011-09-01,28.39,11.5,33.4
Masbate,2011-10-01,28.08,23.1,33.4
Masbate,2011-11-01,27.71,25.0,34.0
Masbate,2011-12-01,27.1,24.3,32.8
Masbate,2012-01-01,26.96,24.0,32.0
Masbate,2012-02-01,26.95,24.0,32.9
Masbate,2012-03-01,27.61,24.0,32.8
Masbate,2012-04-01,28.39,25.0,33.5
Masbate,2012-05-01,29.09,25.2,34.5
Masbate,2012-06-01,28.31,24.4,34.0
Masbate,2012-07-01,27.87,24.8,33.2
Masbate,2012-08-01,28.79,25.0,33.5
Masbate,2012-09-01,27.92,25.0,33.3
Masbate,2012-10-01,27.64,25.0,33.0
Masbate,2012-11-01,28.09,24.4,33.1
Masbate,2012-12-01,27.42,24.2,32.0
Masbate,2013-01-01,26.55,23.0,31.8
Masbate,2013-02-01,26.98,24.0,32.0
Masbate,2013-03-01,27.71,23.3,32.8
Masbate,2013-04-01,29.15,26.0,33.8
Masbate,2013-05-01,29.16,25.3,34.7
Masbate,2013-06-01,28.23,25.0,33.4
Masbate,2013-07-01,28.19,25.2,33.2
Masbate,2013-08-01,28.14,11.3,32.6
Masbate,2013-09-01,28.27,24.9,33.5
Masbate,2013-10-01,27.72,10.6,32.3
Masbate,2013-11-01,27.85,25.1,32.8
Masbate,2013-12-01,27.69,25.0,32.3
Masbate,2014-01-01,25.58,20.4,31.4
Masbate,2014-02-01,26.44,21.0,31.9
Masbate,2014-03-01,27.19,22.5,32.5
Masbate,2014-04-01,27.95,23.4,33.0
Masbate,2014-05-01,29.77,25.8,34.5
Masbate,2014-06-01,29.37,25.3,34.9
Masbate,2014-07-01,27.89,24.5,33.6
Masbate,2014-08-01,28.63,24.5,34.0
Masbate,2014-09-01,28.07,24.0,33.0
Masbate,2014-10-01,27.89,24.5,33.2
Masbate,2014-11-01,28.1,24.0,33.0
Masbate,2014-12-01,26.84,23.7,32.5
Masbate,2015-01-01,26.07,22.1,31.0
Masbate,2015-02-01,26.56,22.5,32.2
Masbate,2015-03-01,27.07,21.6,32.2
Masbate,2015-04-01,28.11,23.6,33.2
Masbate,2015-05-01,29.25,24.0,34.5
Masbate,2015-06-01,29.24,24.4,35.0
Masbate,2015-07-01,28.39,24.4,33.1
Masbate,2015-08-01,28.5,24.8,33.4
Masbate,2015-09-01,28.64,25.0,33.4
Masbate,2015-10-01,28.49,23.6,33.0
Masbate,2015-11-01,28.23,24.2,33.5
Masbate,2015-12-01,27.07,24.0,32.2
Masbate,2016-01-01,27.05,22.2,32.0
Masbate,2016-02-01,26.7,23.0,32.3
Masbate,2016-03-01,27.66,24.0,31.8
Masbate,2016-04-01,28.88,23.0,33.6
Masbate,2016-05-01,29.52,25.4,34.6
Masbate,2016-06-01,29.11,25.1,33.6
Masbate,2016-07-01,28.57,24.4,34.0
Masbate,2016-08-01,29.09,25.0,34.0
Masbate,2016-09-01,28.88,25.4,34.1
Masbate,2016-10-01,28.11,24.1,33.2
Masbate,2016-11-01,27.34,23.6,32.3
Masbate,2016-12-01,27.18,23.8,33.0
Masbate,2017-01-01,26.27,23.7,31.3
Masbate,2017-02-01,26.51,22.4,32.6
Masbate,2017-03-01,27.08,23.3,32.2
Masbate,2017-04-01,27.96,23.8,33.0
Masbate,2017-05-01,29.1,25.0,34.2
Masbate,2017-06-01,29.06,25.0,34.0
Masbate,2017-07-01,28.08,24.0,33.4
Masbate,2017-08-01,28.6,25.0,33.8
Masbate,2017-09-01,28.22,23.2,33.6
Masbate,2017-10-01,27.94,24.2,33.2
Masbate,2017-11-01,28.01,24.8,33.2
Masbate,2017-12-01,26.83,22.0,32.5
Masbate,2018-01-01,26.34,22.8,31.6
Masbate,2018-02-01,26.65,22.6,32.2
Masbate,2018-03-01,27.04,23.0,32.4
Masbate,2018-04-01,28.42,24.6,33.2
Masbate,2018-05-01,29.69,26.0,34.4
Masbate,2018-06-01,28.82,24.8,34.6
Masbate,2018-07-01,28.68,25.0,33.4
Masbate,2018-08-01,28.9,25.0,33.8
Masbate,2018-09-01,28.4,24.4,33.0
Masbate,2018-10-01,28.64,24.6,34.2
Masbate,2018-11-01,27.91,24.4,32.8
Masbate,2018-12-01,26.81,23.6,32.4
Masbate,2019-01-01,26.29,22.6,31.0
Masbate,2019-02-01,26.64,21.6,31.8
Masbate,2019-03-01,27.74,22.3,33.4
Masbate,2019-04-01,28.77,24.2,34.4
Masbate,2019-05-01,29.4,25.0,34.6
Masbate,2019-06-01,29.47,24.4,34.6
Masbate,2019-07-01,28.25,24.2,33.5
Masbate,2019-08-01,28.65,25.0,33.4
Masbate,2019-09-01,28.84,24.4,34.0
Masbate,2019-10-01,28.69,25.0,34.2
Masbate,2019-11-01,28.23,25.0,33.4
Masbate,2019-12-01,27.37,24.8,32.8
Masbate,2020-01-01,26.97,23.0,32.0
Masbate,2020-02-01,26.6,23.0,33.7
Masbate,2020-03-01,27.75,22.4,33.0
Masbate,2020-04-01,28.93,25.2,34.1
Masbate,2020-05-01,29.42,25.3,34.0
Masbate,2020-06-01,29.04,24.9,33.6
Masbate,2020-07-01,29.09,25.0,33.6
Masbate,2020-08-01,28.4,24.1,33.4
Masbate,2020-09-01,28.61,25.0,34.1
Masbate,2020-10-01,27.59,23.3,32.6
Masbate,2020-11-01,27.82,24.0,33.0
Masbate,2020-12-01,27.59,24.4,32.0
Masbate,2021-01-01,26.25,23.4,31.6
Masbate,2021-02-01,26.47,23.0,32.0
Masbate,2021-03-01,27.86,23.6,33.2
Masbate,2021-04-01,28.2,23.8,33.0
Masbate,2021-05-01,29.31,24.2,34.0
Masbate,2021-06-01,28.53,24.8,33.4
Masbate,2021-07-01,29.18,25.0,33.7
Masbate,2021-08-01,28.73,24.8,34.1
Masbate,2021-09-01,27.89,24.4,33.8
Masbate,2021-10-01,28.15,24.6,32.8
Masbate,2021-11-01,28.32,24.6,33.8
Masbate,2021-12-01,27.05,23.0,32.4
Masbate,2022-01-01,26.9,21.0,32.4
Masbate,2022-02-01,26.97,23.2,32.2
Masbate,2022-03-01,27.84,24.0,32.6
Masbate,2022-04-01,27.79,24.4,34.4
Masbate,2022-05-01,29.13,25.6,34.8
Masbate,2022-06-01,29.02,25.2,33.4
Masbate,2022-07-01,28.67,25.2,34.4
Masbate,2022-08-01,28.17,24.8,32.7
Masbate,2022-09-01,28.86,24.6,34.1
Masbate,2022-10-01,28.51,25.0,34.2
Masbate,2022-11-01,28.88,24.6,34.6
Masbate,2022-12-01,27.17,23.4,34.0
Masbate,2023-01-01,25.94,23.4,31.6
Masbate,2023-02-01,26.65,23.2,32.6
Masbate,2023-03-01,27.53,23.2,33.0
Masbate,2023-04-01,28.54,23.4,33.8
Masbate,2023-05-01,29.31,25.6,34.0
Masbate,2023-06-01,29.19,25.4,34.4
Masbate,2023-07-01,28.73,25.0,34.4
Masbate,2023-08-01,29.15,24.6,34.2
Masbate,2023-09-01,28.78,25.0,34.2
Masbate,2023-10-01,29.03,25.0,33.8
Masbate,2023-11-01,28.17,24.5,34.1
Masbate,2023-12-01,27.96,24.2,33.0
Masbate,2024-01-01,26.74,23.2,32.4
Masbate,2024-02-01,27.0,23.0,32.6
Masbate,2024-03-01,27.88,22.6,33.8
Masbate,2024-04-01,29.31,24.7,35.0
Masbate,2024-05-01,29.95,25.4,35.2
Masbate,2024-06-01,29.51,25.8,35.0
Masbate,2024-07-01,28.6,24.6,33.7
Masbate,2024-08-01,29.49,25.5,34.4
Masbate,2024-09-01,28.65,24.8,34.4
Masbate,2024-10-01,28.52,23.6,33.8
Masbate,2024-11-01,28.71,25.2,34.4
Masbate,2024-12-01,27.34,24.0,32.6
Masbate,2025-01-01,27.04,23.2,32.0
Masbate,2025-02-01,26.93,23.8,32.7
Masbate,2025-03-01,27.49,23.8,32.6
Masbate,2025-04-01,29.21,25.4,34.2
Masbate,2025-05-01,29.64,26.4,34.2
Masbate,2025-06-01,28.48,24.9,35.0
Masbate,2025-07-01,29.09,25.2,33.8
Masbate,2025-08-01,28.19,24.4,34.2
Masbate,2025-09-01,27.87,24.4,32.8
Masbate,2025-10-01,28.58,24.7,32.6
Masbate,2025-11-01,28.11,23.2,33.0
Masbate,2025-12-01,27.61,24.0,32.9
Masbate,2026-01-01,26.38,22.8,31.6
Masbate,2026-02-01,26.48,22.2,31.1
Masbate,2026-03-01,27.12,22.0,31.6
Masbate,2026-04-01,28.52,23.2,33.8
Romblon,2000-01-01,26.49,23.6,30.0
Romblon,2000-02-01,25.74,21.8,30.3
Romblon,2000-03-01,26.9,24.0,31.2
Romblon,2000-04-01,28.68,24.1,33.4
Romblon,2000-05-01,28.29,24.6,33.5
Romblon,2000-06-01,28.11,24.0,32.4
Romblon,2000-07-01,27.3,23.8,32.2
Romblon,2000-08-01,27.87,24.2,32.6
Romblon,2000-09-01,27.38,23.5,31.8
Romblon,2000-10-01,27.29,23.3,32.0
Romblon,2000-11-01,27.33,24.5,31.4
Romblon,2000-12-01,26.61,15.0,30.1
Romblon,2001-01-01,26.29,23.0,31.0
Romblon,2001-02-01,26.45,20.2,30.6
Romblon,2001-03-01,27.46,22.4,32.4
Romblon,2001-04-01,29.06,23.4,33.6
Romblon,2001-05-01,29.19,25.6,33.5
Romblon,2001-06-01,28.17,24.0,34.6
Romblon,2001-07-01,27.51,24.6,32.3
Romblon,2001-08-01,25.0,25.0,25.0
Romblon,2001-09-01,28.55,25.8,33.8
Romblon,2001-10-01,27.57,17.2,33.3
Romblon,2001-11-01,26.63,24.0,32.0
Romblon,2001-12-01,26.05,23.0,29.4
Romblon,2002-01-01,26.15,23.2,30.4
Romblon,2002-02-01,26.17,22.1,30.2
Romblon,2002-03-01,27.27,24.4,32.0
Romblon,2002-04-01,28.95,22.4,33.2
Romblon,2002-05-01,29.68,25.5,34.8
Romblon,2002-06-01,28.95,24.8,35.0
Romblon,2002-07-01,27.74,23.3,32.2
Romblon,2002-08-01,28.15,28.0,28.3
Romblon,2003-01-01,28.0,28.0,28.0
Romblon,2003-03-01,27.45,22.3,31.9
Romblon,2003-04-01,29.01,24.0,36.0
Romblon,2003-05-01,28.4,28.4,28.4
Romblon,2003-06-01,29.7,29.7,29.7
Romblon,2003-07-01,26.2,26.2,26.2
Romblon,2003-08-01,32.2,32.2,32.2
Romblon,2003-09-01,26.4,26.4,26.4
Romblon,2004-01-01,26.03,23.1,30.0
Romblon,2004-02-01,26.59,23.7,31.0
Romblon,2004-03-01,27.17,23.1,36.0
Romblon,2004-04-01,29.19,24.6,34.0
Romblon,2004-05-01,28.96,23.8,33.9
Romblon,2004-06-01,27.66,23.6,32.8
Romblon,2004-07-01,28.03,23.8,33.4
Romblon,2004-08-01,27.7,24.0,32.5
Romblon,2004-09-01,27.89,23.5,33.2
Romblon,2004-10-01,26.8,23.1,31.4
Romblon,2004-11-01,27.39,24.1,31.2
